DispositioID,CustomerID,AccountID,Type
257,257,214,Owner
258,258,214,Disponent
259,259,215,Owner
260,260,215,Disponent
261,261,216,Owner
262,262,217,Owner
263,263,218,Owner
264,264,219,Owner
265,265,220,Owner
266,266,221,Owner
267,267,222,Owner
268,268,223,Owner
269,269,224,Owner
270,270,225,Owner
271,271,225,Disponent
272,272,226,Owner
273,273,227,Owner
274,274,228,Owner
275,275,229,Owner
276,276,230,Owner
277,277,230,Disponent
278,278,231,Owner
279,279,231,Disponent
280,280,232,Owner
282,282,234,Owner
283,283,234,Disponent
284,284,235,Owner
285,285,236,Owner
286,286,236,Disponent
287,287,237,Owner
288,288,238,Owner
289,289,239,Owner
290,290,240,Owner
291,291,240,Disponent
292,292,241,Owner
293,293,242,Owner
294,294,243,Owner
295,295,244,Owner
296,296,245,Owner
297,297,246,Owner
298,298,246,Disponent
300,300,248,Owner
301,301,249,Owner
302,302,250,Owner
303,303,251,Owner
304,304,252,Owner
305,305,253,Owner
308,308,255,Owner
309,309,256,Owner
310,310,257,Owner
311,311,258,Owner
312,312,259,Owner
313,313,260,Owner
314,314,260,Disponent
315,315,261,Owner
316,316,262,Owner
317,317,263,Owner
318,318,264,Owner
319,319,265,Owner
320,320,265,Disponent
321,321,266,Owner
322,322,267,Owner
323,323,267,Disponent
324,324,268,Owner
325,325,269,Owner
326,326,270,Owner
327,327,270,Disponent
328,328,271,Owner
329,329,272,Owner
330,330,273,Owner
331,331,274,Owner
332,332,275,Owner
333,333,276,Owner
334,334,277,Owner
335,335,278,Owner
336,336,279,Owner
337,337,279,Disponent
338,338,280,Owner
339,339,281,Owner
340,340,281,Disponent
341,341,282,Owner
342,342,282,Disponent
343,343,283,Owner
344,344,284,Owner
345,345,285,Owner
346,346,285,Disponent
347,347,286,Owner
348,348,286,Disponent
349,349,287,Owner
350,350,288,Owner
351,351,289,Owner
352,352,290,Owner
353,353,291,Owner
354,354,292,Owner
355,355,292,Disponent
356,356,293,Owner
357,357,293,Disponent
358,358,294,Owner
359,359,295,Owner
360,360,296,Owner
361,361,297,Owner
362,362,298,Owner
363,363,298,Disponent
364,364,299,Owner
365,365,300,Owner
366,366,300,Disponent
367,367,301,Owner
368,368,301,Disponent
369,369,302,Owner
370,370,303,Owner
371,371,304,Owner
372,372,305,Owner
373,373,306,Owner
374,374,307,Owner
375,375,308,Owner
376,376,309,Owner
378,378,311,Owner
379,379,311,Disponent
380,380,312,Owner
381,381,313,Owner
382,382,313,Disponent
383,383,314,Owner
384,384,314,Disponent
385,385,315,Owner
386,386,316,Owner
387,387,317,Owner
388,388,318,Owner
389,389,319,Owner
390,390,320,Owner
391,391,321,Owner
392,392,322,Owner
393,393,322,Disponent
394,394,323,Owner
395,395,323,Disponent
396,396,324,Owner
397,397,325,Owner
398,398,326,Owner
399,399,327,Owner
400,400,328,Owner
401,401,328,Disponent
402,402,329,Owner
403,403,330,Owner
404,404,330,Disponent
405,405,331,Owner
406,406,332,Owner
407,407,333,Owner
408,408,334,Owner
409,409,335,Owner
410,410,336,Owner
411,411,337,Owner
412,412,337,Disponent
413,413,338,Owner
414,414,339,Owner
415,415,339,Disponent
416,416,340,Owner
417,417,340,Disponent
418,418,341,Owner
419,419,342,Owner
420,420,343,Owner
421,421,344,Owner
422,422,345,Owner
423,423,346,Owner
424,424,347,Owner
425,425,348,Owner
426,426,349,Owner
427,427,349,Disponent
428,428,350,Owner
429,429,351,Owner
430,430,352,Owner
431,431,353,Owner
432,432,354,Owner
433,433,355,Owner
434,434,356,Owner
435,435,357,Owner
436,436,358,Owner
437,437,359,Owner
438,438,360,Owner
439,439,361,Owner
440,440,362,Owner
441,441,363,Owner
442,442,364,Owner
443,443,364,Disponent
444,444,365,Owner
445,445,366,Owner
446,446,366,Disponent
447,447,367,Owner
448,448,368,Owner
450,450,370,Owner
451,451,371,Owner
452,452,372,Owner
453,453,373,Owner
454,454,374,Owner
455,455,375,Owner
456,456,376,Owner
457,457,377,Owner
458,458,378,Owner
459,459,379,Owner
461,461,381,Owner
462,462,382,Owner
463,463,383,Owner
464,464,384,Owner
465,465,385,Owner
466,466,386,Owner
467,467,386,Disponent
468,468,387,Owner
469,469,388,Owner
470,470,389,Owner
471,471,390,Owner
472,472,391,Owner
473,473,392,Owner
474,474,393,Owner
476,476,395,Owner
477,477,395,Disponent
478,478,396,Owner
479,479,397,Owner
480,480,397,Disponent
481,481,398,Owner
482,482,398,Disponent
483,483,399,Owner
484,484,400,Owner
485,485,401,Owner
486,486,402,Owner
487,487,403,Owner
488,488,403,Disponent
489,489,404,Owner
490,490,405,Owner
491,491,406,Owner
492,492,407,Owner
493,493,408,Owner
494,494,409,Owner
495,495,410,Owner
496,496,411,Owner
497,497,412,Owner
498,498,412,Disponent
499,499,413,Owner
500,500,414,Owner
501,501,415,Owner
502,502,416,Owner
503,503,417,Owner
504,504,418,Owner
505,505,419,Owner
506,506,420,Owner
507,507,421,Owner
508,508,422,Owner
509,509,423,Owner
510,510,424,Owner
511,511,425,Owner
512,512,426,Owner
513,513,427,Owner
514,514,427,Disponent
515,515,428,Owner
516,516,428,Disponent
517,517,429,Owner
518,518,430,Owner
519,519,431,Owner
520,520,432,Owner
521,521,433,Owner
522,522,434,Owner
523,523,435,Owner
524,524,436,Owner
525,525,436,Disponent
526,526,437,Owner
527,527,437,Disponent
528,528,438,Owner
529,529,439,Owner
530,530,440,Owner
531,531,441,Owner
532,532,441,Disponent
533,533,442,Owner
534,534,443,Owner
535,535,444,Owner
536,536,445,Owner
537,537,446,Owner
538,538,447,Owner
540,540,449,Owner
541,541,449,Disponent
542,542,450,Owner
543,543,451,Owner
544,544,452,Owner
545,545,453,Owner
546,546,454,Owner
547,547,455,Owner
548,548,456,Owner
550,550,458,Owner
551,551,459,Owner
552,552,460,Owner
553,553,460,Disponent
554,554,461,Owner
555,555,461,Disponent
556,556,462,Owner
557,557,463,Owner
558,558,464,Owner
559,559,465,Owner
560,560,466,Owner
561,561,467,Owner
562,562,468,Owner
563,563,469,Owner
564,564,469,Disponent
565,565,470,Owner
566,566,471,Owner
567,567,471,Disponent
568,568,472,Owner
569,569,473,Owner
570,570,474,Owner
571,571,475,Owner
572,572,475,Disponent
573,573,476,Owner
574,574,477,Owner
575,575,478,Owner
576,576,478,Disponent
577,577,479,Owner
578,578,480,Owner
579,579,481,Owner
581,581,483,Owner
582,582,484,Owner
583,583,485,Owner
584,584,486,Owner
585,585,487,Owner
586,586,487,Disponent
587,587,488,Owner
588,588,489,Owner
589,589,490,Owner
590,590,491,Owner
591,591,492,Owner
592,592,493,Owner
593,593,494,Owner
596,596,496,Owner
597,597,497,Owner
598,598,498,Owner
599,599,498,Disponent
601,601,500,Owner
602,602,500,Disponent
603,603,501,Owner
604,604,502,Owner
605,605,503,Owner
606,606,504,Owner
607,607,505,Owner
608,608,506,Owner
609,609,507,Owner
610,610,508,Owner
611,611,509,Owner
612,612,509,Disponent
613,613,510,Owner
614,614,511,Owner
615,615,512,Owner
616,616,513,Owner
617,617,514,Owner
618,618,515,Owner
619,619,516,Owner
620,620,516,Disponent
621,621,517,Owner
622,622,518,Owner
623,623,519,Owner
624,624,519,Disponent
625,625,520,Owner
626,626,521,Owner
627,627,522,Owner
628,628,522,Disponent
629,629,523,Owner
630,630,524,Owner
631,631,525,Owner
632,632,526,Owner
633,633,526,Disponent
635,635,528,Owner
636,636,528,Disponent
637,637,529,Owner
638,638,530,Owner
639,639,531,Owner
640,640,532,Owner
641,641,533,Owner
642,642,533,Disponent
643,643,534,Owner
644,644,535,Owner
645,645,536,Owner
646,646,537,Owner
647,647,537,Disponent
648,648,538,Owner
649,649,539,Owner
651,651,540,Owner
652,652,541,Owner
653,653,542,Owner
654,654,543,Owner
655,655,544,Owner
656,656,545,Owner
657,657,546,Owner
658,658,546,Disponent
659,659,547,Owner
660,660,548,Owner
661,661,548,Disponent
662,662,549,Owner
663,663,550,Owner
664,664,551,Owner
665,665,552,Owner
666,666,553,Owner
667,667,554,Owner
668,668,555,Owner
669,669,556,Owner
670,670,557,Owner
671,671,558,Owner
672,672,559,Owner
673,673,560,Owner
674,674,561,Owner
675,675,562,Owner
676,676,563,Owner
677,677,564,Owner
678,678,565,Owner
679,679,566,Owner
680,680,566,Disponent
681,681,567,Owner
682,682,568,Owner
683,683,569,Owner
684,684,570,Owner
685,685,571,Owner
686,686,572,Owner
687,687,572,Disponent
688,688,573,Owner
689,689,574,Owner
690,690,575,Owner
691,691,575,Disponent
692,692,576,Owner
693,693,576,Disponent
694,694,577,Owner
695,695,578,Owner
696,696,578,Disponent
697,697,579,Owner
698,698,580,Owner
699,699,581,Owner
700,700,582,Owner
702,702,584,Owner
703,703,585,Owner
704,704,586,Owner
705,705,587,Owner
706,706,588,Owner
707,707,589,Owner
708,708,590,Owner
709,709,591,Owner
710,710,592,Owner
711,711,593,Owner
712,712,594,Owner
713,713,595,Owner
714,714,596,Owner
715,715,597,Owner
716,716,598,Owner
717,717,599,Owner
718,718,599,Disponent
719,719,600,Owner
720,720,601,Owner
721,721,602,Owner
722,722,603,Owner
723,723,604,Owner
724,724,605,Owner
725,725,606,Owner
726,726,607,Owner
727,727,608,Owner
728,728,608,Disponent
729,729,609,Owner
730,730,609,Disponent
731,731,610,Owner
732,732,610,Disponent
733,733,611,Owner
734,734,611,Disponent
735,735,612,Owner
736,736,612,Disponent
737,737,613,Owner
738,738,614,Owner
739,739,615,Owner
740,740,616,Owner
741,741,617,Owner
742,742,618,Owner
743,743,619,Owner
744,744,620,Owner
745,745,621,Owner
746,746,621,Disponent
747,747,622,Owner
748,748,623,Owner
749,749,623,Disponent
750,750,624,Owner
751,751,625,Owner
752,752,626,Owner
753,753,626,Disponent
754,754,627,Owner
755,755,628,Owner
756,756,629,Owner
757,757,630,Owner
758,758,631,Owner
759,759,632,Owner
760,760,633,Owner
762,762,635,Owner
763,763,636,Owner
764,764,637,Owner
765,765,638,Owner
766,766,639,Owner
767,767,639,Disponent
768,768,640,Owner
769,769,641,Owner
772,772,643,Owner
773,773,644,Owner
774,774,645,Owner
775,775,646,Owner
776,776,647,Owner
777,777,647,Disponent
778,778,648,Owner
779,779,649,Owner
780,780,650,Owner
781,781,651,Owner
782,782,652,Owner
783,783,653,Owner
784,784,653,Disponent
785,785,654,Owner
786,786,655,Owner
787,787,656,Owner
788,788,657,Owner
789,789,658,Owner
790,790,659,Owner
791,791,660,Owner
793,793,662,Owner
794,794,662,Disponent
796,796,664,Owner
797,797,665,Owner
798,798,666,Owner
799,799,666,Disponent
803,803,669,Owner
804,804,669,Disponent
806,806,671,Owner
807,807,672,Owner
808,808,673,Owner
809,809,674,Owner
810,810,675,Owner
811,811,675,Disponent
812,812,676,Owner
813,813,677,Owner
814,814,678,Owner
815,815,679,Owner
816,816,680,Owner
818,818,682,Owner
819,819,683,Owner
820,820,683,Disponent
821,821,684,Owner
822,822,685,Owner
823,823,686,Owner
824,824,687,Owner
825,825,688,Owner
826,826,689,Owner
827,827,690,Owner
828,828,690,Disponent
829,829,691,Owner
830,830,692,Owner
831,831,693,Owner
832,832,694,Owner
833,833,695,Owner
834,834,696,Owner
835,835,697,Owner
836,836,697,Disponent
837,837,698,Owner
838,838,698,Disponent
839,839,699,Owner
840,840,700,Owner
841,841,701,Owner
842,842,702,Owner
843,843,703,Owner
844,844,704,Owner
845,845,704,Disponent
846,846,705,Owner
847,847,706,Owner
849,849,708,Owner
850,850,709,Owner
851,851,710,Owner
852,852,710,Disponent
853,853,711,Owner
854,854,712,Owner
855,855,713,Owner
856,856,714,Owner
857,857,715,Owner
858,858,716,Owner
859,859,717,Owner
860,860,717,Disponent
861,861,718,Owner
862,862,719,Owner
863,863,720,Owner
864,864,721,Owner
865,865,721,Disponent
866,866,722,Owner
870,870,725,Owner
871,871,726,Owner
872,872,727,Owner
873,873,728,Owner
874,874,729,Owner
875,875,729,Disponent
876,876,730,Owner
877,877,731,Owner
878,878,731,Disponent
879,879,732,Owner
880,880,733,Owner
881,881,734,Owner
882,882,735,Owner
883,883,736,Owner
884,884,736,Disponent
885,885,737,Owner
886,886,738,Owner
887,887,739,Owner
888,888,740,Owner
889,889,741,Owner
890,890,742,Owner
891,891,743,Owner
892,892,744,Owner
893,893,745,Owner
894,894,746,Owner
895,895,747,Owner
896,896,748,Owner
897,897,748,Disponent
898,898,749,Owner
899,899,749,Disponent
900,900,750,Owner
901,901,751,Owner
902,902,752,Owner
903,903,753,Owner
904,904,754,Owner
905,905,755,Owner
906,906,756,Owner
907,907,757,Owner
908,908,758,Owner
909,909,759,Owner
910,910,760,Owner
911,911,761,Owner
912,912,762,Owner
913,913,763,Owner
914,914,764,Owner
915,915,765,Owner
916,916,766,Owner
917,917,767,Owner
918,918,768,Owner
921,921,770,Owner
922,922,771,Owner
923,923,771,Disponent
924,924,772,Owner
925,925,773,Owner
926,926,774,Owner
927,927,775,Owner
928,928,776,Owner
929,929,777,Owner
930,930,778,Owner
931,931,779,Owner
932,932,780,Owner
933,933,781,Owner
934,934,781,Disponent
935,935,782,Owner
936,936,782,Disponent
937,937,783,Owner
938,938,784,Owner
939,939,785,Owner
940,940,786,Owner
941,941,787,Owner
942,942,788,Owner
943,943,788,Disponent
944,944,789,Owner
945,945,789,Disponent
946,946,790,Owner
948,948,791,Owner
949,949,792,Owner
950,950,793,Owner
951,951,793,Disponent
952,952,794,Owner
953,953,795,Owner
954,954,796,Owner
955,955,797,Owner
956,956,798,Owner
957,957,799,Owner
958,958,799,Disponent
959,959,800,Owner
960,960,801,Owner
961,961,802,Owner
962,962,803,Owner
963,963,804,Owner
964,964,805,Owner
965,965,806,Owner
966,966,806,Disponent
967,967,807,Owner
968,968,808,Owner
970,970,809,Owner
971,971,810,Owner
972,972,810,Disponent
973,973,811,Owner
974,974,811,Disponent
975,975,812,Owner
976,976,813,Owner
977,977,814,Owner
978,978,815,Owner
979,979,815,Disponent
980,980,816,Owner
981,981,817,Owner
984,984,819,Owner
985,985,819,Disponent
986,986,820,Owner
987,987,821,Owner
988,988,822,Owner
989,989,822,Disponent
990,990,823,Owner
991,991,824,Owner
992,992,825,Owner
993,993,826,Owner
994,994,827,Owner
995,995,827,Disponent
996,996,828,Owner
997,997,829,Owner
998,998,829,Disponent
999,999,830,Owner
1000,1000,830,Disponent
1001,1001,831,Owner
1002,1002,832,Owner
1003,1003,833,Owner
1004,1004,834,Owner
1006,1006,836,Owner
1007,1007,836,Disponent
1008,1008,837,Owner
1009,1009,838,Owner
1010,1010,838,Disponent
1011,1011,839,Owner
1012,1012,840,Owner
1013,1013,840,Disponent
1014,1014,841,Owner
1015,1015,842,Owner
1016,1016,842,Disponent
1017,1017,843,Owner
1018,1018,844,Owner
1019,1019,845,Owner
1020,1020,846,Owner
1021,1021,847,Owner
1022,1022,848,Owner
1023,1023,849,Owner
1024,1024,850,Owner
1025,1025,851,Owner
1026,1026,852,Owner
1027,1027,853,Owner
1028,1028,853,Disponent
1029,1029,854,Owner
1030,1030,855,Owner
1031,1031,856,Owner
1032,1032,857,Owner
1033,1033,857,Disponent
1034,1034,858,Owner
1035,1035,859,Owner
1036,1036,859,Disponent
1037,1037,860,Owner
1038,1038,861,Owner
1039,1039,862,Owner
1040,1040,863,Owner
1041,1041,864,Owner
1042,1042,865,Owner
1043,1043,865,Disponent
1044,1044,866,Owner
1045,1045,867,Owner
1046,1046,868,Owner
1047,1047,869,Owner
1048,1048,870,Owner
1049,1049,871,Owner
1050,1050,872,Owner
1051,1051,873,Owner
1052,1052,874,Owner
1053,1053,874,Disponent
1054,1054,875,Owner
1055,1055,876,Owner
1056,1056,877,Owner
1057,1057,878,Owner
1058,1058,879,Owner
1059,1059,880,Owner
1060,1060,880,Disponent
1062,1062,882,Owner
1063,1063,882,Disponent
1064,1064,883,Owner
1065,1065,884,Owner
1066,1066,885,Owner
1067,1067,886,Owner
1068,1068,887,Owner
1069,1069,888,Owner
1070,1070,888,Disponent
1071,1071,889,Owner
1072,1072,890,Owner
1073,1073,891,Owner
1074,1074,891,Disponent
1075,1075,892,Owner
1076,1076,893,Owner
1077,1077,894,Owner
1078,1078,895,Owner
1079,1079,896,Owner
1080,1080,897,Owner
1081,1081,898,Owner
1082,1082,899,Owner
1083,1083,900,Owner
1084,1084,900,Disponent
1085,1085,901,Owner
1086,1086,902,Owner
1087,1087,902,Disponent
1088,1088,903,Owner
1089,1089,904,Owner
1090,1090,905,Owner
1091,1091,906,Owner
1092,1092,907,Owner
1093,1093,908,Owner
1094,1094,909,Owner
1095,1095,909,Disponent
1096,1096,910,Owner
1097,1097,910,Disponent
1098,1098,911,Owner
1099,1099,912,Owner
1100,1100,913,Owner
1101,1101,914,Owner
1102,1102,915,Owner
1103,1103,916,Owner
1104,1104,916,Disponent
1105,1105,917,Owner
1106,1106,917,Disponent
1107,1107,918,Owner
1108,1108,919,Owner
1109,1109,920,Owner
1110,1110,921,Owner
1111,1111,922,Owner
1112,1112,923,Owner
1113,1113,924,Owner
1114,1114,925,Owner
1115,1115,926,Owner
1116,1116,927,Owner
1117,1117,928,Owner
1118,1118,928,Disponent
1119,1119,929,Owner
1120,1120,930,Owner
1121,1121,931,Owner
1122,1122,932,Owner
1123,1123,932,Disponent
1124,1124,933,Owner
1125,1125,934,Owner
1126,1126,934,Disponent
1127,1127,935,Owner
1128,1128,936,Owner
1129,1129,937,Owner
1130,1130,938,Owner
1131,1131,939,Owner
1132,1132,939,Disponent
1133,1133,940,Owner
1134,1134,940,Disponent
1135,1135,941,Owner
1136,1136,942,Owner
1137,1137,943,Owner
1138,1138,944,Owner
1139,1139,944,Disponent
1140,1140,945,Owner
1141,1141,946,Owner
1142,1142,947,Owner
1143,1143,947,Disponent
1145,1145,949,Owner
1146,1146,950,Owner
1147,1147,951,Owner
1148,1148,952,Owner
1149,1149,953,Owner
1150,1150,954,Owner
1151,1151,955,Owner
1152,1152,956,Owner
1153,1153,957,Owner
1154,1154,958,Owner
1155,1155,958,Disponent
1156,1156,959,Owner
1157,1157,960,Owner
1158,1158,961,Owner
1159,1159,962,Owner
1160,1160,962,Disponent
1161,1161,963,Owner
1162,1162,964,Owner
1163,1163,965,Owner
1164,1164,966,Owner
1165,1165,967,Owner
1166,1166,968,Owner
1167,1167,968,Disponent
1168,1168,969,Owner
1169,1169,970,Owner
1170,1170,971,Owner
1171,1171,972,Owner
1172,1172,973,Owner
1173,1173,973,Disponent
1174,1174,974,Owner
1175,1175,975,Owner
1176,1176,975,Disponent
1177,1177,976,Owner
1178,1178,977,Owner
1179,1179,978,Owner
1180,1180,979,Owner
1181,1181,980,Owner
1182,1182,981,Owner
1183,1183,982,Owner
1186,1186,984,Owner
1187,1187,985,Owner
1188,1188,985,Disponent
1189,1189,986,Owner
1190,1190,987,Owner
1191,1191,987,Disponent
1192,1192,988,Owner
1193,1193,989,Owner
1194,1194,990,Owner
1195,1195,991,Owner
1196,1196,992,Owner
1197,1197,993,Owner
1198,1198,994,Owner
1199,1199,995,Owner
1200,1200,996,Owner
1201,1201,997,Owner
1202,1202,998,Owner
1204,1204,1000,Owner
1206,1206,1002,Owner
1207,1207,1003,Owner
1208,1208,1004,Owner
1209,1209,1005,Owner
1210,1210,1006,Owner
1211,1211,1007,Owner
1212,1212,1008,Owner
1213,1213,1009,Owner
1214,1214,1010,Owner
1215,1215,1011,Owner
1216,1216,1012,Owner
1217,1217,1013,Owner
1218,1218,1014,Owner
1219,1219,1015,Owner
1220,1220,1016,Owner
1221,1221,1017,Owner
1222,1222,1018,Owner
1223,1223,1019,Owner
1224,1224,1020,Owner
1225,1225,1021,Owner
1226,1226,1022,Owner
1227,1227,1022,Disponent
1228,1228,1023,Owner
1229,1229,1024,Owner
1231,1231,1026,Owner
1232,1232,1026,Disponent
1233,1233,1027,Owner
1234,1234,1028,Owner
1235,1235,1028,Disponent
1236,1236,1029,Owner
1237,1237,1030,Owner
1238,1238,1031,Owner
1239,1239,1032,Owner
1240,1240,1033,Owner
1241,1241,1034,Owner
1242,1242,1035,Owner
1243,1243,1036,Owner
1244,1244,1037,Owner
1245,1245,1038,Owner
1246,1246,1039,Owner
1247,1247,1039,Disponent
1248,1248,1040,Owner
1250,1250,1042,Owner
1251,1251,1043,Owner
1252,1252,1043,Disponent
1253,1253,1044,Owner
1254,1254,1045,Owner
1255,1255,1046,Owner
1256,1256,1047,Owner
1257,1257,1048,Owner
1258,1258,1048,Disponent
1259,1259,1049,Owner
1260,1260,1050,Owner
1261,1261,1050,Disponent
1262,1262,1051,Owner
1263,1263,1051,Disponent
1264,1264,1052,Owner
1265,1265,1053,Owner
1266,1266,1054,Owner
1267,1267,1055,Owner
1268,1268,1055,Disponent
1269,1269,1056,Owner
1270,1270,1057,Owner
1271,1271,1058,Owner
1272,1272,1059,Owner
1273,1273,1060,Owner
1274,1274,1061,Owner
1275,1275,1062,Owner
1276,1276,1063,Owner
1277,1277,1064,Owner
1278,1278,1065,Owner
1279,1279,1066,Owner
1280,1280,1067,Owner
1281,1281,1067,Disponent
1282,1282,1068,Owner
1283,1283,1069,Owner
1284,1284,1069,Disponent
1285,1285,1070,Owner
1286,1286,1071,Owner
1287,1287,1072,Owner
1288,1288,1073,Owner
1289,1289,1074,Owner
1290,1290,1075,Owner
1291,1291,1076,Owner
1292,1292,1077,Owner
1293,1293,1078,Owner
1294,1294,1078,Disponent
1295,1295,1079,Owner
1296,1296,1080,Owner
1297,1297,1081,Owner
1298,1298,1081,Disponent
1299,1299,1082,Owner
1300,1300,1083,Owner
1303,1303,1085,Owner
1304,1304,1086,Owner
1305,1305,1087,Owner
1306,1306,1088,Owner
1307,1307,1089,Owner
1308,1308,1090,Owner
1309,1309,1091,Owner
1310,1310,1092,Owner
1311,1311,1093,Owner
1312,1312,1094,Owner
1313,1313,1095,Owner
1314,1314,1095,Disponent
1315,1315,1096,Owner
1316,1316,1097,Owner
1317,1317,1097,Disponent
1318,1318,1098,Owner
1321,1321,1100,Owner
1322,1322,1101,Owner
1323,1323,1102,Owner
1324,1324,1103,Owner
1325,1325,1104,Owner
1326,1326,1105,Owner
1327,1327,1106,Owner
1328,1328,1107,Owner
1329,1329,1108,Owner
1330,1330,1109,Owner
1331,1331,1110,Owner
1332,1332,1111,Owner
1333,1333,1112,Owner
1334,1334,1113,Owner
1335,1335,1114,Owner
1336,1336,1114,Disponent
1337,1337,1115,Owner
1338,1338,1115,Disponent
1339,1339,1116,Owner
1340,1340,1117,Owner
1341,1341,1118,Owner
1343,1343,1120,Owner
1344,1344,1120,Disponent
1345,1345,1121,Owner
1346,1346,1122,Owner
1347,1347,1123,Owner
1348,1348,1123,Disponent
1349,1349,1124,Owner
1350,1350,1125,Owner
1351,1351,1125,Disponent
1352,1352,1126,Owner
1353,1353,1127,Owner
1354,1354,1128,Owner
1355,1355,1129,Owner
1356,1356,1130,Owner
1359,1359,1132,Owner
